Elemento,Bazformo,Statuso,BRO,Oficiala difino,France,Angle,Germane,Pole,Ruse
TOLER/,toler/i,F,BRO7: toleri,,tolérer,tolerate,"dulden, tolerieren AK","tolerować, znosić AK",терпѣть
TOMB/,tomb/o,F,BRO7: tombo,,tombe,"tomb, grave AK",Grab,"grób, mogiła",могила
TOMBAK/,tombak/o,F,,,tombac,pinchbeck,Tomback,tombak,томпакъ
TON/,ton/o,F,BRO8: tono,,"ton, son,","tone, sound",Ton,tom,тонъ
TOND/,tond/i,F,BRO5: tondi,,tondre,"clip, shear",scheeren,strzydz,стричь
TOND/IL/,tond/il/o,F,,,ciseaux,scissors,Scheere,nożyce,ножницы
TONDR/,tondr/o,F,BRO7: tondro,,tonner,thunder,donnern,grzmieć,гремѣть
TOPAZ/,topaz/o,F,,,topaze,topaz,Topas,topaz,топазъ
TORĈ/,torĉ/o,F,,,torche,torch,Fackel,pochodnia,факелъ
TORD/,tord/i,F,BRO8: tordi,,tordre,"wind, twist","drehen, winden (z. B. Stricke)",kręcić (np. powróz) AK,крутить
TORF/,torf/o,F,,,tourbe AK,"peat, turf AK",Torf,torf,торфъ
TORN/,torn/i,F,,,tourner (avec un tour),turn (on a lathe),drechseln,toczyć (na tokarni) AK,точить (на токарном станке) AK
TORNISTR/,tornistr/o,F,,,"havresac, sac d’école AK",knapsack,"Ranzen, Tornister",tornister,ранецъ
TORT/,tort/o,F,BRO9: torto,,tourte,tart,Torte,tort,тортъ
TRA,tra,F,BRO1: tra,,à travers,through (place) AK,durch,przez (wskroś),"черезъ, сквозь"
TRAB/,trab/o,F,,,poutre,beam (of wood),Balken,belka,бревно
TRADUK/,traduk/i,F,BRO7: traduki,,traduire,translate,übersetzen,tłomaczyć,переводить
TRAF/,traf/i,F,BRO5: trafi,,"toucher le but, atteindre AK",hit the mark AK,treffen,trafić,попадать
TRAGEDI/,tragedi/o,F +1OA +7OA,BRO9: tragedio,,tragédie,tragedy,Tragödie,tragedja,трагедія
TRAĤE/,traĥe/o,F,,,trachée-artère,wind-pipe,Luftröhre,tchawica,"дыхательное горло, трахея AK"
TRAJT/,trajt/o,F,BRO8: trajto,,"trait (du visage, du caractère, etc.) AK","lineament, feature AK",Zug (Gesichts- etc.),rys (twarzy),"черта (лица, характера и пр.) AK"
TRAKT/,trakt/i,F,BRO8: trakti,,"traiter, négocier AK","transact, treat of (a subject) AK",verhandeln AK,"porozumiewać się, układać się","вести переговоры, трактовать AK"
TRANĈ/,tranĉ/i,F,BRO4: tranĉi,,"trancher, couper",cut,schneiden,rżnąć,рѣзать
TRANKVIL/,trankvil/a,F,BRO3: trankvila,,tranquille,"tranquil, quiet AK",ruhig,spokojny,спокойный
TRANS,trans,F,BRO1: trans,,"au-delà, trans-",across,"jenseit, über","przez, prze-","черезъ (надъ), пере-"
TRE,tre,F,BRO1: tre,,"très, fort, bien (adv.)",very,sehr,bardzo,очень
TREF/,tref/o,F,,,trèfle (cartes) AK,clubs (at cards) AK,Treff (Kartsp.),tref (w kartach),трефы
TREM/,trem/i,F,BRO6: tremi,,trembler,tremble,zittern,"drżeć, trząść się",дрожать
TREMOL/,tremol/o,F,,,tremble (bot.) AK,aspen AK,Espe,osina,осина
TREMP/,tremp/i,F,BRO8: trempi,,tremper,"dip, steep","tunken, eintauchen AK",umoczyć,макать
TREN/,tren/i,F,BRO8: treni,,traîner,"drag, trail",schleppen,wlec,влачить
TREZOR/,trezor/o,F,BRO8: trezoro,,trésor,treasure,Schatz,skarb,сокровище
TRI,tri,F,BRO1: tri,,trois,three,drei,trzy,три
TRI/FOLI/,tri/foli/o,F,,,trèfle,"clover, trefoil AK",Klee,koniczyna,"трилистник, клевер AK"
TRIBUN/,tribun/o,F,,,tribune,orator’s pulpit,Rednerbühne,"trybuna, mównica",трибуна
TRIK/,trik/i,F,BRO9: triki,,tricoter,knit,stricken,robić (na drutach) AK,вязать (чулки)
TRIKOT/,trikot/o,F,BRO8: trikoto,,tricot,"stockinet (mat. for tights, jerseys, etc.) AK",Tricot,trykot,трико
TRIL/,tril/o,F,,,"trille (mus.), AK",trill,Triller,tryl,трель
TRINK/,trink/i,F,BRO3: trinki,,boire,drink,trinken,pić,пить
TRIP/,trip/o,F,,,tripes,tripe AK,"Kaldaunen, Kutteln","bebechy, flaki","потроха, требуха, ливер AK"
TRITIK/,tritik/o,F,BRO7: tritiko,,froment,wheat,Weizen,pszenica,пшеница
TRIVIAL/,trivial/a,F,,,trivial,trivial,"trivial, abgedroschen AK","trywialny, gminny","избитый, пошлый, тривиальный AK"
TRO,tro,F,BRO1: tro,,trop,too,"zu, zu viel","zbyt, za, zanadto AK",слишкомъ
TRO/UZ/,tro/uz/i,F,,,abuser,"use to excess, abuse AK",missbrauchen,nadużywać,злоупотреблять
TROG/,trog/o,F,,,auge,trough,Trog,koryto,корыто
TROMB/,tromb/o,F,,,trombe,water-spout,Wasserhose AK,trąba (morska) AK,смерчъ
TROMP/,tromp/i,F,BRO6: trompi,,"tromper, duper","deceive, cheat","täuschen, betrügen AK",oszukiwać,обманывать
TRON/,tron/o,F,,,trône,throne,Thron,tron,"престол, трон AK"
TROPIK/,tropik/o,F,,,tropique,tropic,"Tropicus, Wendekreis",zwrotnik,тропикъ
TROT/,trot/i,F,,,trotter,trot,traben,kłusować,бѣжать рысью
TROTUAR/,trotuar/o,F,BRO8: trotuaro,,trottoir,pavement AK,Trottoir,"trotuar, chodnik",тротуаръ
TROV/,trov/i,F,BRO6: trovi,,trouver,find,finden,znajdować,находить
TRU/,tru/o,F,BRO5: truo,,trou,hole,Loch,dziura,дыра
TRUD/,trud/i,F,BRO9: trudi,,"imposer, contraindre AK","press upon, obtrude","dringen, aufdringen",narzucać (co komu) AK,навязывать
TRUF/,truf/o,F,,,truffe,truffle,Trüffel,trufla,трюфель
TRUL/,trul/o,F,,,truelle,trowel,Kelle,kielnia,лопаточка для штукатуров AK
TRUMPET/,trumpet/o,F,BRO9: trumpeto,,trompette,trumpet,Trompete,trąba,труба (музык.)
TRUNK/,trunk/o,F,BRO8: trunko,,"tronc, tige","trunk, stem","Stamm, Rumpf AK","pień, tułów",стволъ
TRUNK/ET/,trunk/et/o,F,,,"tige, queue",stalk,Stengel,"łodyga, trzonek",стебель
TRUT/,trut/o,F,,,truite,trout,Forelle,pstrąg,форель
TUALET/,tualet/o,F,BRO6: tualeto,,toilette,toilet,Toilette,tualeta,туалетъ
TUB/,tub/o,F,BRO7: tubo,,tuyau,tube,"Rohr, Röhre AK",rura,труба
TUBER/,tuber/o,F,BRO9: tubero,,tubérosité,"tuber, bump, swelling AK",Knolle,"guz, sęk AK","шишка, бугоръ"
TUF/,tuf/o,F,BRO9: tufo,,touffe,tuft,Büschel,"kosmek, pęczek","хохолъ, пучекъ"
TUJ,tuj,F,BRO1: tuj,,"tout de suite, aussitôt",immediately AK,"sogleich, sofort AK",natychmiast,сейчасъ
TUK/,tuk/o,F,BRO6: tuko,,"mouchoir, (un) linge AK",a cloth AK,"Tuch (Hals-, Schnupf- etc.)",chustka,платокъ
TUL/,tul/o,F,,,tulle,tulle,Tüll,tiul,тюль
TULIP/,tulip/o,F,,,tulipe,tulip,Tulpe,tulipan,тюльпанъ
TUMULT/,tumult/o,F,BRO9: tumulto,,tumulte,tumult,Aufruhr,"zamieszanie, tumult AK","суматоха, тревога AK"
TUR/,tur/o,F,BRO7: turo,,tour (édifice),tower,Thurm,wieża,башня
TURBAN/,turban/o,F,,,turban,turban,Turban,turban,тюрбанъ
TURD/,turd/o,F,,,grive,thrush,Drossel,drozd,дроздъ
TURK/,turk/o,F +7OA,,,,,,,
TURKIS/,turkis/o,F,,,turquoise,turquoise,Türkis,turkus,бирюза
TURMENT/,turment/i,F,BRO8: turmenti,,"tourmenter, torturer AK",torment,"quälen, peinigen AK",męczyć,мучить
TURN/,turn/i,F,BRO3: turni,,tourner (trans.) AK,turn (trans.) AK,"drehen, wenden","obracać, kręcić AK","вращать, поворачивать AK"
TURNIR/,turnir/o,F,,,tournoi,tournament AK,Turnier,"turniej, gonitwa",турниръ
TURT/,turt/o,F,,,tourterelle,turtle-dove,Turteltaube,turkawka AK,горлица
TUS/,tus/i,F,BRO6: tusi,,tousser,cough,husten,kaszleć,кашлять
TUŜ/,tuŝ/i,F,BRO4: tuŝi,,toucher,touch,berühren AK,"ruszać, dotykać",трогать
TUT/,tut/a,F,BRO2: tuta,,"entier, total","whole, entire, total AK",ganz,caly,цѣлый
-U,-u,F,BRO1: -u,,marque l’impératif,ending of the imperative in verbs,bezeichnet den Imperativ,oznacza tryb rozkazujący,означаетъ повелительное наклоненіе
U,u,F +7OA,,"u. Nomo de la litero u, dudekkvina litero de la Esperanta alfabeto.",,,,,
UJ/,-uj-,F,BRO1: -ujo,,"qui porte, qui contient, qui est peuplé de; ex. pom/ pomme ― pom/uj/ pommier; cigar/ cigare ― cigar/uj/ porte-cigares; Turk/ Turc ― Turk/uj/ Turquie",filled with; e. g. ink/ ink ― ink/uj/ ink-pot; pom/ apple ― pom/uj/ apple-tree; Turk/uj/ Turkey,"Behälter, Träger (d. h. Gegenstand worin... aufbewahrt wird,... Früchte tragende Pflanze, von... bevölkertes Land); z. B. cigar/ Cigarre ― cigar/uj/ Cigarrenbüchse; pom/ Apfel ― pom/uj/ Apfelbaum; Turk/ Türke ― Turk/uj/ Türkei","zawierający, noszący (t. j. przedmtot, w którym się coś przechowuje, roślina, która wydaje owoc, lub kraj, względem zaludniających go mieszkańców; np. cigar/ cygaro ― cigar/uj/ cygarnica; pom/ jabłko ― pom/uj/ jabłoń; Turk/ turek ― Turk/uj/ Turcya","вмѣститель, носитель (т. е. вещь, въ которой храниться..., растеніе несущее... или страна заселенная...); напр. cigar/ сигара ― cigar/uj/ портъ-сигаръ; pom/ яблоко ― pom/uj/ яблоня; Turk/ Турокъ ― Turk/uj/ Турція"
UL/,-ul-,F,BRO1: -ulo,,"qui est caractérisé par telle ou telle qualité, telle façon d’être; ex. bel/ beau ― bel/ul/ bel homme; mal/jun/ vieux ― mal/jun/ul/ vieillard","person noted for...; e. g. avar/ covetous ― avar/ul/ miser, covetous person","Person, die sich durch... unterscheidet; z. B. jun/ jung ― jun/ul/ Jüngling; avar/ geizig ― avar/ul/ Geizhals","człowiek, posiadający dany przymiot; np. riĉ/ bogaty ― riĉ/ul/ bogacz",особа отличающаяся даннымъ качествомъ; напр. bel/ красивый ― bel/ul/ красавецъ; avar/ скупой ― avar/ul/ скряга
ULCER/,ulcer/o,F,,,ulcère,ulcer,Geschwür,"wrzód, owrzodzenie",язва
ULM/,ulm/o,F,,,orme,elm,"Ulme, Rüster",wiąz,вязъ
ULN/,uln/o,F,,,aune (mesure de longueur) AK,ell (cloth measure) AK,Elle,łokieć,локоть
UM/,-um-,F,BRO1: -um-,,"suffixe peu employé, et qui reçoit différents sens aisément suggérés par le contexte et la signification de la racine à laquelle il est joint",this syllable has no fixed meaning,Suffix von verschiedener Bedeutung,"przyrostek, nie mający stlałego znaczenia",суффиксъ безъ постояннаго значенія
UMBILIK/,umbilik/o,F,,,nombril,navel,Nabel,pępek,пупъ
UNC/,unc/o,F,,,once (mesure de pesanteur) AK,ounce,Unze,uncya,унція
UNG/,ung/o,F,BRO6: ungo,,ongle,nail (finger),Nagel (am Finger),paznokieć,ноготь
UNG/EG/,ung/eg/o,F,,,"griffe, serre","claw, talon AK",Kralle,pazur,коготь
UNIFORM/,uniform/o,F,BRO9: uniformo,,uniforme,uniform (dress) AK,Uniform,"mundur, uniform","форма, мундир AK"
UNIVERS/,univers/o,F,,,univers,universe,Weltall,wszechświat,вселенная
UNIVERSAL/,universal/a,F,BRO9: universala,,universel,universal,allgemein,"ogólny, uniwersalny","всеобщий, универсальный AK"
UNIVERSITAT/,universitat/o,F,BRO9: universitato,,université,university,Universität,uniwersytet,университетъ
UNU,unu,F,BRO1: unu,,un,one,"ein, eins",jeden,одинъ
UNU/NOMBR/,unu/nombr/o,F,,,singulier,singular,"Einzahl, Singular",liczba pojedyńcza,единсвенное число
UR/,ur/o,F,,,"aurochs, ure AK","ure-ox, wid-bull",Auerochs,żubr,зубръ
URB/,urb/o,F,BRO3: urbo,,ville,town,Stadt,miasto,городъ
URIN/,urin/i,F,,,uriner,piss,pissen,urynować,мочиться
URN/,urn/o,F,,,urne,urn,Urne,urna,урна
UROGAL/,urogal/o,F,,,coq de bruyère,wild cock,Auerhahn,głuszec,глухарь
URS/,urs/o,F,BRO8: urso,,ours,bear (animal),Bär,niędźwiedź,медвѣдь
URTIK/,urtik/o,F,,,ortie,nettle,Nessel,pokrzywa,крапива
-US,-us,F,BRO1: -us,,marque le conditionnel (ou le subjonctif),ending of conditional in verbs,bezeichnet den Konditionalis (oder Konjunktiv),oznacza tryb warunkowy,означаетъ условное наклоненіе
UTER/,uter/o,F,,,utérus AK,"matrix (anat.), uterus AK",Gebärmutter,macica,матка (анат.)
UTIL/,util/a,F,BRO4: utila,,utile,useful AK,nützlich,pożyteczny,полезный
UZ/,uz/i,F,BRO3: uzi,,"employer, se servir de, user de AK","use, employ (vb.) AK",gebrauchen,używać,употреблять
UZ/AĴ/,uz/aĵ/o,F,,,outils,"implement, utensil AK",Geräthschaft,sprzęt,утварь
UZURP/,uzurp/i,F,,,usurper,usurp,usurpiren,uzurpować,"узурпировать, беззаконно захватывать AK"
ŬO,ŭo,F +7OA,,"ŭo. Nomo de la litero ŭ, dudeksesa litero de la Esperanta alfabeto.",,,,,
VAFL/,vafl/o,F,,,gaufre (pâtisserie) AK,wafer (cake) AK,Waffel,wafel,вафля
VAG/,vag/i,F,BRO9: vagi,,"vaguer, errer, rôder, vagabonder AK","rove, wander about AK",herumschweifen,włóczyć się,"бродить, шляться"
VAGON/,vagon/o,F,BRO4: vagono,,wagon,carriage (railway) AK,Wagon,wagon,вагонъ
VAGON/AR/,vagon/ar/o,F,,,train,train,Zug (Bahn-),pociąg,поѣздъ
VAKCINI/,vakcini/o,F,,,airelle rouge,vaccinium (vitisidaea) AK,Preisselbeere,borówka czerwona,брусника
VAKS/,vaks/o,F,BRO9: vakso,,cire,wax,Wachs,wosk,воскъ
VAKS/TOL/,vaks/tol/o,F,,,toile cirée,"cerecloth, oil cloth",Wachsleinwand,cerata,клеенка
VAL/,val/o,F,BRO6: valo,,vallée,valley,Thal,dolina,долина
VALIZ/,valiz/o,F,BRO7: valizo,,valise,valise,Felleisen,waliza,чемоданъ
VALOR/,valor/o,F +1OA +7OA,BRO3: valoro,,valoir,be worth,wert sein,mieć wartość,"стоить, быть цѣннымъ"
VALS/,vals/o,F,,,valse,waltz,Walzer,walc,вальсъ
VAN/,van/a,F,BRO7: vana,,"vain, inutile AK","futile, vain AK",vergeblich,daremny,"напрасный, тщетный AK"
VANG/,vang/o,F,BRO6: vango,,joue,cheek AK,Wange,policzek,щека
VANG/HAR/O/J,vang/har/o/j,F,,,favoris,whiskers,Backenbart,faworyty,бакенбарды
VANIL/,vanil/o,F,,,vanille,vanilla (spice) AK,Vanille,wanilia,ваниль
VANT/,vant/a,F,BRO9: vanta,,"vain, frivole","frivolous, vain, empty AK","eitel, nichtig, leichtfertig AK","marny, próżny AK",суетный
VAPOR/,vapor/o,F,BRO5: vaporo,,vapeur,"vapour, steam AK",Dampf,para (wodna) AK,паръ
VARB/,varb/i,F,,,"enrôler, engager","enlist, enrol AK",werben (z. B. zu Kriegsdiensten),"werbować, zaciągać",вербовать
VARIOL/,variol/o,F,,,variole,smallpox,"Blattern, Pocken",ospa,оспа
VARM/,varm/a,F,BRO3: varma,,chaud,warm,varm,ciepły,теплый
VARSOVI/,Varsovi/o,F +7OA,,,,,,,
VART/,vart/i,F,BRO9: varti,,"soigner, garder (un enfant) AK","nurse, tend (children) AK","warten, pflegen","piastować, niańczyć AK","няньчить, ухаживать за детьми AK"
VASAL/,vasal/o,F,,,vassal,vassal,Vasall,"dannik, wasal",вассалъ
VAST/,vast/a,F,BRO5: vasta,,"vaste, étendu","wide, vast","weit, geräumig",obszerny,"обширный, просторный"
VAST/IG/,vast/ig/i,F,,,répandre,"extend, enlarge (trans.) AK",verbreiten,"rozszerzać, rozprzestrzeniać",распространять
VAŜINGTON/,Vaŝington,F +7OA +8OA,,,,,,,
VAT/,vat/o,F,BRO7: vato,,ouate,wadding AK,Watte,wata,вата
VAZ/,vaz/o,F,BRO7: vazo,,vase (ustensile) AK,"vessel, vase AK",Gefäss,naczynie,сосудъ
VE,ve!,F,BRO7: ve,,malheur!,"wo, woe!",wehe!,biada! niestety! AK,увы!
VEGET/,veget/i,F,,,"pousser, végéter AK",vegetate,vegetiren,wegetować,"прозябать, произрастать AK"
VEJN/,vejn/o,F,BRO9: vejno,,veine,vein,Ader,żyła,"жила, вена"
VEK/,vek/i,F,BRO4: veki,,"réveiller, éveiller","wake, arouse (trans.) AK",wecken,budzić,будить
VEKT/,vekt/o,F,,,fléau de balance AK,"beam (of scales, balances, etc.) AK","Schulterjoch, Wagebalken",bela wagowa,коромысло
VEL/,vel/o,F,BRO8: velo,,voile,sail (subst.),Segel,żagiel,парусъ
VELEN/,velen/o,F,,,vélin,vellum,Velin,papier welinowy,веленевая бумага
VELK/,velk/i,F,BRO8: velki,,"se faner, se flétrir",fade,welken,więdnąć,вянуть
VELUR/,velur/o,F,BRO9: veluro,,velours,velvet,Sammet,aksamit,бархатъ
VEN/,ven/i,F,BRO2: veni,,venir,come,kommen,przychodzić,приходить
VEND/,vend/i,F,BRO4: vendi,,vendre,sell,verkaufen,sprzedawać,продавать
VENDRED/,vendred/o,F,BRO5: vendredo,,vendredi,Friday,Freitag,piątek,пятница
VENEN/,venen/o,F,BRO8: veneno,,poison,poison,Gift,trucizna,ядъ
VENĜ/,venĝ/i,F,BRO9: venĝi,,"se venger de, venger AK","take revenge, avenge AK",(sich) rächen AK,mścić się,мстить
VENK/,venk/i,F,BRO6: venki,,vaincre,conquer,siegen,zwyciężać,побѣждать
VENT/,vent/o,F,BRO3: vento,,vent,wind (subst.) AK,Wind,wiatr,вѣтеръ
VENT/UM/,vent/um/i,F,,,éventer,fan,fächeln,wachlować AK,вѣять
VENTOL/,ventol/i,F,,,"éventer, vanner",ventilate,ventiliren,"wentylować, wietrzyć",вентилировать
VENTR/,ventr/o,F,BRO7: ventro,,ventre,belly,Bauch,brzuch,живот AK
VER/,ver/a,F,BRO3: vera,,vérité,truth AK,Wahrheit,prawda,истина
VERB/,verb/o,F,BRO8: verbo,,verbe,verb,Zeitwort,czasownik,глаголъ
VERD/,verd/a,F,BRO4: verda,,vert,green,grün,zielony,зеленый
VERDIGR/,verdigr/o,F,,,vert-de-gris,verdigris,Grünspan,grynszpan AK,"ярь, медянка AK"
VERG/,verg/o,F,BRO8: vergo,,verge,rod,Ruthe,rózga,розга
VERK/,verk/o,F,BRO5: verko,,"composer, faire des ouvrages (littér.)",work (literary),"verfassen, schreiben (Bücher etc.)","tworzyć, układać, pisać (dzieło)","сочинять, писать (книги) AK"
VERM/,verm/o,F,BRO7: vermo,,ver,worm,Wurm,robak,червь
VERMIĈEL/,vermiĉel/o,F,,,vermicelle,vermicelli,Nudel,makaron,лапша
VERS/,vers/o,F,BRO7: verso,,vers,verse,Vers,wiersz (poetycki) AK,стихъ
VERST/,verst/o,F,,,verste,verst,Werst,wiorsta,верста
VERŜ/,verŝ/i,F,BRO7: verŝi,,verser (un liquide) AK,pour,giessen,lać,лить
VERT/,vert/o,F,BRO8: verto,,sommet de la tête,"top (of head), pate AK",Scheitel (auf dem Kopfe),ciemię,"темя, макушка"
VERTEBR/,vertebr/o,F,,,vertèbre,vertebra AK,Wirbel (Rücken-),kręg (anat.) AK,позвонокъ
VERTIKAL/,vertikal/o,F,BRO9: vertikalo,,vertical,vertical,senkrecht,pionowy,вертикальный
VERUK/,veruk/o,F,BRO9: veruko,,verrue,wart,Warze,brodawka,бородавка
VESP/,vesp/o,F,BRO9: vespo,,guêpe,wasp,Wespe,osa,оса
VESPER/,vesper/o,F,BRO3: vespero,,soir,evening,Abend,wieczór,вечеръ
VESPER/MANĜ/,vesper/manĝ/i,F,,,souper,sup,zu Abend essen,"jeść kolacyę, wieczerrzać",ужинать
VESPERT/,vespert/oj,F,,,chauve-souris,bat,Fledermaus,nietoperz,летучая мышь
VEST/,vest/o,F,BRO3: vesto,,"vêtir, habiller",clothe,"ankleiden, anziehen AK","odziewać, ubierać",одѣвать
VEST/O,vest/o,F,,,habit,clothes,Kleid,"ubiór, odzież",платье
VESTIBL/,vestibl/o,F,,,vestibule,"lobby, vestibule AK",Hausflur,sień,"сени, вестибюль AK"
VEŜT/,veŝt/o,F,BRO8: veŝto,,gilet,waistcoat AK,Weste,kamizelka,жилет AK
VET/,vet/i,F,BRO9: veti,,parier,"bet, wager",wetten,załozyć się (o co) AK,биться объ закладъ
VETER/,veter/o,F,BRO4: vetero,,temps (température),weather,Wetter,pogoda,погода
VETUR/,vetur/i,F,BRO2: veturi,,"aller, partir, à l’aide d’un véhicule quelconque: bateau, voiture, etc.","journey, travel",fahren,jechać,ѣхать
VEZIK/,vezik/o,F,BRO9: veziko,,vessie,"blister, bladder",Blase,pęcherz,пузырь
VEZIR/,vezir/o,F,,,vizir,visier,Vezier,wezyr,визирь
VI,vi,F,BRO1: vi,,"vous, toi, tu",you,"Ihr, du, Sie","wy, ty","вы, ты"
VI/A,vi/a,F,,,"votre, ton",your,"Ihr, euer, dein","wasz, twój","вашъ, твой"
VIAND/,viand/o,F,BRO6: viando,,viande,"meat, flesh",Fleisch,mięso,мясо
VIBURN/,viburn/o,F,,,"viorne, obier (boule de neige) AK","guelder-rose, viburnum AK",Schneeball (Pflanze) AK,kalina,калина
VIC/,vic/o,F,BRO6: vico,,"rang, série, tour","row, rank","Reihe, Reihenfolge","rząd, kolej, szereg AK",рядъ
VID/,vid/i,F,BRO2: vidi,,voir,see,sehen,widzieć,видѣть
VIDV/,vidv/o,F,BRO8: vidvo,,veuf (subst.) AK,widower,Wittwer,wdowiec,вдовецъ
VIGL/,vigl/a,F,BRO6: vigla,,"éveillé, vigilant","alert, spirited AK",munter,"czujny, rzeźwy AK",бодрый
VIKARI/,vikari/o,F,,,vicaire,"vicar, deputy AK",Stellvertreter,zastępcar,викарий AK
VIL/,vil/a,F,,,"touffe, villosité","rag, tuft",Zotte,"kłak, kosmyk",косма
VILAĜ/,vilaĝ/o,F,BRO4: vilaĝo,,village,village,Dorf,wieś,деревня
VILAĜ/AN/,vilaĝ/an/o,F,,,paysan,"villager, peasant AK",Bauer,wieśniak,крестьянинъ
VILHELM/,Vilhelm/o,F +7OA,,,,,,,
VIN/,vin/o,F,BRO5: vino,,vin,wine AK,Wein,wino,вино
VIN/BER/,vin/ber/o,F,,,raisin,grape,Weinbeere AK,winogrono,виноградъ
VINAGR/,vinagr/o,F,,,vinaigre,vinegar,Essig,ocet,уксусъ
VIND/,vind/o,F,BRO9: vindo,,"emmailloter, enrouler (autour de) AK","swaddle, swathe AK",winden,powijać (w pieluchy) AK,пеленать
VINTR/,vintr/o,F,BRO4: vintro,,hiver,winter,Winter,zima,зима
VIOL/,viol/o,F,BRO7: violo,,violette,violet (flower) AK,Veilchen,fiołek,фіалка
VIOLON/,violon/o,F,BRO9: violono,,violon,violin,Geige,skrzypce,скрипка
VIOLONĈEL/,violonĉel/o,F,,,violoncelle,violoncello,Cello AK,wiolonczela,віолончель
VIP/,vip/o,F,BRO9: vipo,,fouet,whip,Peitsche,bicz,бичъ
VIPUR/,vipur/o,F,,,vipère,viper,Viper,źmija,ехидна
VIR/,vir/o,F,BRO2: viro,,homme (sexe),"man, male AK",Mann,"mężczyzna, mąż","мужъ, мужчина"
