Elemento,Bazformo,Statuso,BRO,Oficiala difino,France,Angle,Germane,Pole,Ruse,Hispane,Itale,Katalune,Portugale
SUPR/O,supr/o,F,,,"sommet, cime","summit, top  AK",Gipfel,"szczyt, wierzchołek",верхушка,,,,
SUR,sur,F,BRO1: sur,,sur (en touchant),"upon, on",auf,na,на,,,,
SURD/,surd/a,F,BRO6: surda,,sourd,deaf,taub,głuchy,глухой,,,,
SURFAC/,surfac/o,8OA,BRO8: surfaco,surfac/o. Lokaro de la punktoj limantaj porcion de spaco aŭ solidon en la spaco.,surface,surface,Oberfläche,,,superficie,superficie,,superfície
SURPRIZ/,surpriz/i,F,BRO7: surprizi,,surprendre,surprise,überraschen,"niespodzianka, siurpriza",дѣлать сюрпризъ,,,,
SURTUT/,surtut/o,F,BRO9: surtuto,,"redingote, jaquette, etc  AK",overcoat  AK,Überrock  AK,surdut,сюртукъ,,,,
SUSPEKT/,suspekt/i,F,BRO8: suspekti,,"suspecter, soupçonner",suspect,"Verdacht hegen, argwöhnen  AK",podejrzewać,подозрѣвать,,,,
SUSUR/,susur/i,6OA,BRO9: susuri,"susur/i. Eligi sonon malfortan kaj iom sekan, kiel de atlaso, silko, ĉifita papero, k.s.",susurrer,to rustle,"rascheln, rauschen (Seide, Papier)","wydawać zgrzyt, chrześcić",,susurrar,sussurrare,,
SUTAN/,sutan/o,1OA,,,soutane,cassock,Sutane (Priesterkleid),sutanna,сутана,,,,
SVARM/,svarm/i,1OA,,,"grouiller, fourmiller",swarm,wimmeln,roić się,"роиться, копошиться",,,,
SVAT/,svat/i,F,BRO9: svati,,"rechercher en mariage, s’entremettre",act as matchmaker  AK,"freien, werben",swatać,сватать,,,,
SVED/,sved/o,8OA,,,,,,,,,,,
SVEN/,sven/i,F,BRO8: sveni,,s’évanouir,"faint, swoon  AK",in Ohnmacht fallen,omdleć,падать въ обморокъ,,,,
SVING/,sving/i,F,BRO8: svingi,,"brandir, agiter  AK",swing (trans.)  AK,schwingen,machać,махать,,,,
ŜAF/,ŝaf/o,F,BRO5: ŝafo,,mouton  AK,sheep,Schaf,owca,баранъ,,,,
ŜAH/,ŝah/o,2OA,,,,,,,,,,,
ŜAJN/,ŝajn/i,F,BRO2: ŝajni,,sembler,seem,scheinen,wydawać się,казаться,,,,
ŜAK/,ŝak/o,F,,,échecs (jeu),chess,Schach (Spiel)  AK,szachy,шахматы,,,,
ŜAKAL/,ŝakal/o,F,BRO9: ŝakalo,,chacal,jackal,Schakal,szakal,шакалъ,,,,
ŜAL/,ŝal/o,F,,,chàle,shawl,Shawl,szal,шаль,,,,
ŜALM/,ŝalm/o,F,,,chalumeau (mus.)  AK,reed-pipe  AK,Schalmei,fujarka  AK,свирѣль,,,,
ŜALT/,ŝalt/i,9OA,,"ŝalt/i. Ekfunkciigi aparaton per tiucela regilo (ŝaltilo), precipe tiel ke ĝi komencu produkti sonon, lumon, varmon, akvon ktp. (la gramatika objekto povas indiki la aparaton aŭ la produktatan efikon): ŝalti televidilon; ŝalti komputilon; ŝalti sonon; ŝalti lumon; ŝalti elektron. mal/ŝalt/i. Ĉesigi funkciadon de aparato per tiucela regilo (ŝaltilo). ŝalt/il/o. Aranĝaĵo por ŝalti aŭ malŝalti: baskula ŝaltilo; butonŝaltilo.",,,,,,,,,
ŜALUP/,ŝalup/o,2OA,,,,,,,,,,,
ŜAM/,ŝam/o,F,,,peau de chamois,chamois-leather  AK,sämisches Leder,zamsza,замша,,,,
ŜANC/,ŝanc/o,1OA,BRO6: ŝanco,,chance (probabilité),chance (possibility),"Chance, Aussicht",szansa,шансъ,,,,
ŜANCEL/,ŝancel/i,F,BRO9: ŝanceli,,"faire chanceler, ébranler  AK","stagger, cause to totter (trans.)  AK","bewegen, wankend machen",chwiać  AK,колебать,,,,
ŜANĜ/,ŝanĝ/i,F,BRO3: ŝanĝi,,changer,change,"tauschen, wechseln",zmieniać,мѣнять,,,,
ŜANKR/,ŝankr/o,1OA,,,chancre,chancre,Schanker,szankier,шанкеръ,,,,
ŜARAD/,ŝarad/o,1OA,,,charade,charade,Scharade,szarada,шарада,,,,
ŜARG/,ŝarg/i,F,BRO8: ŝargi,,charger (une arme à feu),"load (a gun, etc.)",laden (eine Flinte etc.),nabijać (broń),заряжать (ружье),,,,
ŜARĜ/,ŝarĝ/o,F,BRO6: ŝarĝo,,charger (d’un fardeau)  AK,"charge, load","laden, aufladen, belasten","obciąźać, naładować","нагружать, обременять",,,,
ŜARK/,ŝark/o,F,,,requin,"shark, sea-dog",Haifisch,"haja, wilk morski",акула,,,,
ŜAT/,ŝat/i,F,BRO5: ŝati,,"estimer, apprécier  AK","prize, value  AK","schätzen, Wert legen auf  AK","cenić, oceniać, szacować","дорожить, ценить  AK",,,,
ŜAŬM/,ŝaŭm/o,F,BRO9: ŝaŭmo,,"écume, mousse  AK",foam,Schaum,piana,пѣна,,,,
ŜEL/,ŝel/o,F,BRO8: ŝelo,,"écorce, coque","shell, peel, bark  AK","Schale, Rinde","skorupa, łupina, kora  AK","скорлупа, кора",,,,
ŜELK/,ŝelk/o,F,,,bretelle,"braces, suspenders  AK",Hosenträger,szelki,подтяжки,,,,
ŜENOPRAZ/,ŝenopraz/o,9OA,,"ŝenopraz/o. Spicherbo parenca al cepo kaj ajlo, kun blankaj floroj kaj longaj tubformaj folioj uzataj pro sia aromo en salato kaj aliaj manĝaĵoj. (Allium schoenoprasum.)",,,,,,,,,
ŜERC/,ŝerc/i,F,BRO6: ŝerci,,plaisanter,joke,scherzen,źartować,шутить,,,,
ŜI,ŝi,F,BRO1: ŝi,,elle,she,sie (Einzahl),ona,она,,,,
ŜI/A,ŝi/a,F,,,"son, sa",her,ihr,jej,ея,,,,
ŜILD/,ŝild/o,F,,,bouclier,shield,Schild,"puklerz, tarcza",щитъ,,,,
ŜILING/,ŝiling/o,1OA,,,shilling,shilling,Schilling,szyling,шиллингъ,,,,
ŜILLER/,Ŝiller/o,F +7OA,,,,,,,,,,,
ŜIM/,ŝim/i,F,,,se moisir,grow mouldy  AK,schimmeln,pleśnieć,плѣснѣть,,,,
ŜIND/,ŝind/o,F,,,"bardeau, échandole",shingle (roofing)  AK,Schindel,gont,гонтъ,,,,
ŜINK/,ŝink/o,F,BRO9: ŝinko,,jambon,ham  AK,Schinken,szynka  AK,ветчина,,,,
ŜIP/,ŝip/o,F,BRO4: ŝipo,,navire,ship,Schiff,okręt,корабль,,,,
ŜIR/,ŝir/i,F,BRO6: ŝiri,,"déchirer, arracher  AK","tear, rend",reissen,rwać,рвать,,,,
ŜIRM/,ŝirm/i,F,BRO7: ŝirmi,,"couvrir, protéger","protect, screen  AK","beschirmen, schützen  AK","zasłaniać, chronić  AK",заслонять,,,,
ŜLIM/,ŝlim/o,F,,,"limon, bourbe","slime, mire, mud",Schlamm,"muł, szlam","илъ, тина",,,,
ŜLOS/,ŝlos/i,F,BRO5: ŝlosi,,fermer à clef,"lock, fasten",schliessen,zamykać na klucz,запирать на ключъ,,,,
ŜLOS/IL/,ŝlos/il/o,F,,,clef,key,Schlüssel,klucz,ключъ,,,,
ŜMAC/,ŝmac/i,F,,,baiser bruyamment  AK,kiss loudly (with a smack)  AK,schmatzen,czmokać,чмокать,,,,
ŜMIR/,ŝmir/i,F,BRO8: ŝmiri,,"oindre, graisser","spread, smear  AK",schmieren,smarować,мазать,,,,
ŜNUR/,ŝnur/o,F,BRO6: ŝnuro,,corde,string,Strick,"sznur, powróz",веревка,,,,
ŜO,ŝo,F +7OA,,"ŝo. Nomo de la litero ŝ, dudektria litero de la Esperanta alfabeto.",,,,,,,,,
ŜOFOR/,ŝofor/o,8OA,BRO8: ŝoforo,"ŝofor/o. Profesia kondukisto de aŭtomobilo, kamiono kaj simile.",chauffeur,chauffeur,"Fahrer, Chauffeur, Schofför",,,"“chauffeur”, chófer, conductor",autista,,guidatore
ŜOK/,ŝok/i,9OA,,"ŝok/i. Forte kaj malagrable surprizi aŭ ĉagreni: lia konduto ŝokis min; la novaĵo ŝokis ŝin. ŝok/o 1 Ago ŝoki kaj ties rezulto. 2 (en medicino) Stato de korpa malforteco karakterizata de nenormale malgranda aktivado de la koro, pulmoj ktp. (pro difekto al la korpo aŭ pro ekstreme malagrabla sperto).",,,,,,,,,
ŜOSE/,ŝose/o,3OA,,,chaussée,"high road, made road",Chaussee,szosa,,calzada,"strada in rialzo, strada a fondo artificiale",,calçada
ŜOV/,ŝov/i,F,BRO8: ŝovi,,"pousser, mener","thrust, shove  AK",schieben,suwać,совать,,,,
ŜOVEL/,ŝovel/i,F,BRO6: ŝoveli,,enlever avec une pelle,shovel  AK,schaufeln,szuflować  AK,сгребать (лопатой),,,,
ŜOVINISM/,ŝovinism/o,1OA,,,chauvinisme,chauvinism,Chauvinismus,szowinizm,шовинизмъ,,,,
ŜOVINIST/,ŝovinist/o,1OA,,,chauvin,ultra-patriot,Chauvinist,szowinista,шовинистъ,,,,
ŜPAR/,ŝpar/i,F,BRO7: ŝpari,,"ménager, épargner","save, be sparing of  AK",sparen,oszczędzać,сберегать,,,,
ŜPAT/,ŝpat/o,4OA,,,bêche,spade,Spaten,,,azada,vanga,"fanga, càvec, àrpies (noto)",pá
ŜPIN/,ŝpin/i,F,BRO9: ŝpini,,filer,spin,spinnen,prząść,прясть,,,,
ŜPRUC/,ŝpruc/i,F,BRO9: ŝpruci,,jaillir,"spirt, gush (intr.)  AK",spritzen,tryskać  AK,брызгать,,,,
ŜRANK/,ŝrank/o,F,BRO6: ŝranko,,armoire,cupboard,Schrank,szafa,шкафъ,,,,
ŜRAPNEL/ (milit.),ŝrapnel/o,2OA,,,,,,,,,,,
ŜRAŬB/,ŝraŭb/o,F,BRO8: ŝraŭbo,,vis,screw,Schraube,szruba,винтъ,,,,
ŜRUMP/,ŝrump/i,6OA,,"ŝrump/i. Kuntiriĝi kvazaŭ de sekiĝo. 
 (noto)",se rider,"to shrivel, to shrink",(ein)schrumpfen,kurczyć się,,"avellanarse, contraerse (como por desecación)","avvizzirsi, impicciolirsi, increspandosi",,
ŜTAL/,ŝtal/o,F,BRO8: ŝtalo,,acier,steet,Stahl,stal,сталь,,,,
ŜTAT/,ŝtat/o,F,BRO5: ŝtato,,État,State,Staat,stan (państwo),штатъ,,,,
ŜTEL/,ŝtel/i,F,BRO5: ŝteli,,"voler, dérober",steal,stehlen,kraść,красть,,,,
ŜTIP/,ŝtip/o,F,BRO9: ŝtipo,,"bloc, billot","block, log",Klotz,"kloc, pniak","колода, чурбанъ",,,,
ŜTOF/,ŝtof/o,F,BRO8: ŝtofo,,"matière, étoffe  AK",stuff  AK,Stoff,sztof (miara),"вещество, матерія",,,,
ŜTON/,ŝton/o,F,BRO4: ŝtono,,pierre,stone,Stein,kamień,камень,,,,
ŜTOP/,ŝtop/i,F,BRO7: ŝtopi,,boucher,"stop up, bung up  AK",stopfen,zatykać,затыкать,,,,
ŜTORM/,ŝtorm/o,9OA,,"ŝtorm/o. Fortega vento, ofte akompanata de pluvego aŭ neĝo, malpli forta ol tempesto.",,,,,,,,,
ŜTRUMP/,ŝtrump/o,F,BRO6: ŝtrumpo,,bas (vêtement),stocking,Strumpf,pończocha,чулокъ,,,,
ŜTUP/,ŝtup/o,F,BRO5: ŝtupo,,"marche, échelon",tow (subst.)  AK,Stufe,stopień,ступень,,,,
ŜTUP/AR/,ŝtup/ar/o,F,,,"escalier, échelle","staircase, ladder  AK","Treppe, Leiter","schody, drabina",лѣстница,,,,
ŜU/,ŝu/o,F,BRO6: ŝuo,,soulier,shoe,Schuh,trzewik,башмакъ,,,,
ŜULD/,ŝuld/i,F,BRO7: ŝuldi,,devoir (dette),owe,schulden,być dłużnym,быть должным (должником)  AK,,,,
ŜULTR/,ŝultr/o,F,BRO7: ŝultro,,épaule,shoulder  AK,Schulter,"ramię, barki  AK",плечо,,,,
ŜUT/,ŝut/i,F,BRO8: ŝuti,,"verser, répandre (pas pour les liquides)",pour out (solids)  AK,schütten,sypać,сыпать,,,,
ŜVEB/,ŝveb/i,3OA,,,planer,to hover,schweben,bujać (noto),,"cernerse, spaziare","librarsi sulle ali, stare sospeso nell’aria (noto)",,
ŜVEL/,ŝvel/i,F,BRO7: ŝveli,,enfler,swell,schwellen,"puchnąć, nabrzmiewać  AK",пухнуть,,,,
ŜVIT/,ŝvit/o,F,BRO7: ŝvito,,"suer, transpirer  AK",perspire,schwitzen,pocić się,потѣть,,,,
TABAK/,tabak/o,F,BRO7: tabako,,tabac,tobacco,Tabak,tytóń,табакъ,,,,
TABAN/,taban/o,F,,,taon,gad-fly,Bremse (Fliege),giez,слѣпень,,,,
TABEL/,tabel/o,F,BRO7: tabelo,,"table, liste","table, index",Tabelle,tabelka,таблица,,,,
TABL/,tabl/o,F,BRO3: tablo,,table (meuble)  AK,table,Tisch,stół,столъ,,,,
TABUL/,tabul/o,F,BRO6: tabulo,,planche,"board, plank, tablet  AK","Tafel, Brett","deska, tablica",доска,,,,
TABURET/,taburet/o,2OA,,,,,,,,,,,
TAĈMENT/,taĉment/o,F,,,détachement (milit.)  AK,detachment (troops)  AK,"Abtheilung, Detachement",oddział (wojska)  AK,отрядъ,,,,
TAFT/,taft/o,F,,,taffetas,taffeta (material)  AK,Taffet,kitajka,тафта,,,,
TAG/,tag/o,F,BRO2: tago,,jour,day,Tag,dzień,день,,,,
TAG/MANĜ/,tag/manĝ/i,F,,,dîner,dine,zu Mittag essen,obiadować,обѣдать,,,,
TAG/MEZ/,tag/mez/o,F,,,midi,mid-day,Mittag,poludnie,полдень,,,,
TAJL/,tajl/i,8OA,BRO8: tajli,"tajl/i. Doni difinitan formon al materialo, tute aparte al ŝtofo, tranĉante el ĝi pecojn aŭ eretojn: ""tajli ŝtonon, gemon, ŝtofon"".",tailler,"to cut, cut to shape; to form","zuschneiden, zustutzen, anspitzen, abschleifen, behauen",,,"cortar, tallar",tagliare,,"talhar, recortar"
TAJLOR/,tajlor/o,F,BRO8: tajloro,,tailleur,tailor,Schneider,krawiec,портной,,,,
TAJP/,tajp/i,8OA,BRO9: tajpi,tajp/i. Skribi per maŝino.,"taper (à la machine), dactylographier","to type, to typewrite","tippen, maschineschreiben",,,"mecanografiar, escribir con máquina","dattilografare, scrivere a macchina, battere a macchina",,dactilografar
TAKS/,taks/i,F,BRO7: taksi,,taxer,"tax, appraise","abschätzen, taxiren",taksować,оцѣнивать,,,,
TAKSI/,taksi/o,9OA,,"taksi/o. Aŭto, kiu kune kun ŝoforo estas luebla por veturado, normale provizita per aparato, kiu montras la ŝuldatan veturpagon en ĉiu momento.",,,,,,,,,
TAKSUS/,taksus/o,1OA,,,if,yew-tree,Eibe,cis (drzewo),тисъ,,,,
TAKT/,takt/o,1OA,BRO9: takto,,"mesure (mus.), tact",tact,"Takt (mus.), Taktgefühl",takt,тактъ,,,,
TAKTIK/,taktik/o,1OA,,,tactique,tactics,Taktik,taktyka,тактика,,,,
TALENT/,talent/o,F,,,talent,talent,Talent,talent,талантъ,,,,
TALER/,taler/o,1OA,,,thaler,thaler,Taler,talar,таллеръ,,,,
TALI/,tali/o,F,BRO9: talio,,taille,"figure, waist, stature  AK",Taille,"talia, figura","стан, талия  AK",,,,
TALISMAN/,talisman/o,2OA,,,,,,,,,,,
TALK/,talk/o,2OA,,,,,,,,,,,
TALMUD/,talmud/o,2OA,,,,,,,,,,,
TALP/,talp/o,F,,,taupe,mole (animal),Maulwurf,kret,кротъ,,,,
TAMBUR/,tambur/o,F,,,tambour,drum,Trommel,bęben,барабанъ,,,,
TAMBUR/I,tambur/i,F,,,battre le tambour,beat (drum)  AK,trommeln,bębnić,барабанить,,,,
TAMBURIN/,tamburin/o,2OA,,,,,,,,,,,
TAMEN,tamen,F,BRO1: tamen,,"pourtant, néanmoins","however, nevertheless","doch, jedoch",jednak,однако,,,,
TAMTAM/,tamtam/o,2OA,,,,,,,,,,,
TAN/,tan/i,F,,,tanner,tan,gärben,"garbować, wyprawiać (skóry)",дубить,,,,
TANDEM/,tandem/o,2OA,,,,,,,,,,,
TANGENT/ (trig.),tangent/o,2OA,,,,,,,,,,,
TANIN/,tanin/o,1OA,,,tanin,tannin,"Gerbstoff, Tanin",tanina,таннинъ,,,,
TANK/,tank/o,9OA,,"tank/o. Kirasita batalveturilo, kiu moviĝas sur ĉenbendoj (raŭpoj).",,,,,,,,,
TAPET/,tapet/o,F,BRO9: tapeto,,"tapisserie, tenture, papier peint  AK","wall-paper, paper-hangings  AK",Tapete,"obicia, tapety",обои,,,,
TAPIOK/,tapiok/o,1OA,,,tapioca,tapioca,Tapioka,tapioka,тапіока,,,,
TAPIR/,tapir/o,9OA,,"tapir/o. Porkosimila mamulo el la ordo de neparhufuloj, kun dikaj kruroj, mallonga vosto kaj mallonga movebla rostro, vivanta en suda Azio kaj Sud-Ameriko. (Tapirus.)",,,,,,,,,
TAPIŜ/,tapiŝ/o,F,BRO7: tapiŝo,,tapis,carpet,Teppich,dywan,коверъ,,,,
TARANTEL/,tarantel/o,2OA,,,,,,,,,,,
TARANTUL/ (zool.),tarantul/o,2OA,,,,,,,,,,,
TARIF/,tarif/o,1OA,BRO9: tarifo,,tarif,tariff,Tarif,taryfa,тарифъ,,,,
TAROK/ (kartl.),tarok/o,2OA,,,,,,,,,,,
TAS/,tas/o,F,BRO6: taso,,tasse,cup,Tasse,filiżanka,чашка,,,,
TASK/,task/o,1OA,BRO7: tasko,,tâche,task,Aufgabe,"obowiązek, zadanie (noto)","задача, обязанность",,,,
TATU/,tatu/i,1OA,,,tatouer,tatoo,tätowieren,tatuować,татуировать,,,,
TAŬG/,taŭg/a,F,BRO6: taŭga,,"être bon pour..., convenir pour...",be fit for,taugen,być zdatnym,годиться,,,,
TAVOL/,tavol/o,F,,,"couche, rangée","layer, stratum  AK","Schicht, Scheibe",warstwa,слой,,,,
TE/,te/o,F,BRO6: teo,,thé,tea,Thee,herbata,чай,,,,
TE/KRUĈ/,te/kruĉ/o,F,,,théière,tea-pot,Theekanne,czajnik,чайникъ,,,,
TE/MAŜIN/,te/maŝin/o,F,,,bouilloire,tea-kettle,Theemaschine,samowar,самоваръ,,,,
TEATR/,teatr/o,F +1OA +7OA,BRO8: teatro,,théâtre,theatre,Theater,teatr,театръ,,,,
TED/,ted/i,F,BRO8: tedi,,"provoquer la satiété, importuner, obséder  AK","bore, weary, annoy  AK","lästig sein, Überdruss erregen  AK",naprzykrzać  AK,надоѣдать,,,,
TEG/,teg/i,F,BRO8: tegi,,"mettre par-dessus, couvrir",cover (wholly) (vb.)  AK,"beziehen, überziehen",powłóczyć,"натягивать (сверху), обтягивать  AK",,,,
TEG/O,teg/o,F,,,taie,"covering, slip  AK",Ueberzug,powłoczka,наволочка,,,,
TEGMENT/,tegment/o,F,BRO6: tegmento,,toit,roof,Dach,dach,крыша,,,,
TEGOL/,tegol/o,3OA,BRO9: tegolo,,tuile,tile,(Dach)ziegel,dachówka (noto),,teja,"tegolo, tegola",,telha
TEĤNIK/,teĥnik/o,3OA,BRO9: teĥniko,,technique,technical,technisch,techniczny,,técnico (noto),tecnico,,technico
TEISM/,teism/o,2OA,,,,,,,,,,,
TEIST/,teist/o,2OA,,,,,,,,,,,
TEKNIK/,teknik/o,3OA,BRO9: tekniko,,technique,technical,technisch,techniczny,,técnico (noto),tecnico,,technico
TEKS/,teks/i,F,BRO7: teksi,,tisser,weave,weben,tkać,ткать,,,,
TEKST/,tekst/o,F +1OA +8OA,BRO9: teksto,,texte,text,Text,tekst,текстъ,,,,
TELEFON/,telefon/o,1OA,BRO6: telefono,,téléphone,telephone,Telephon,telefon,телефонъ,,,,
TELEGRAF/,telegraf/o,F +1OA +7OA,BRO7: telegrafo,,télégraphe,telegraph,Telegraph,telegraf,телеграфъ,,,,
TELEGRAM/,telegram/o,1OA,BRO8: telegramo,,télégramme,telegram,Telegramm,telegram,телеграмма,,,,
TELEPATI/,telepati/o,9OA,,telepati/o. Komunikiĝo inter mensoj per aliaj rimedoj ol la ordinaraj sensoj: la ekzisto de telepatio ne estas science pruvita.,,,,,,,,,
TELER/,teler/o,F,BRO5: telero,,assiette,plate,Teller,talerz,тарелка  AK,,,,
TELESKOP/,teleskop/o,2OA,,,,,,,,,,,
TELEVID/,televid/i,8OA,BRO9: televidi,televid/i. Vidi per televizio.,voir à la télévision,to watch television,das Fernsehen schauen,,,mirar a la television,vedere alla televisione,,assistir televisão
TEM/,tem/o,F,BRO7: temo,,"thème, sujet, donnée, matière à traiter  AK","theme, topic  AK",Thema,temat  AK,тема  AK,,,,
TEMP/,temp/o,F,BRO2: tempo,,temps (durée),time,Zeit,czas,время,,,,
TEMPERAMENT/,temperament/o,1OA,,,tempérament,temperament,"Temperament, Gemütsart",temperament,темпераментъ,,,,
TEMPERATUR/,temperatur/o,1OA,BRO8: temperaturo,,température,temperature,Temperatur,temperatura,температура,,,,
TEMPEST/,tempest/o,8OA,BRO8: tempesto,"tempest/o. Ventabunda vetero, pli forta ol ŝtormo, sed malpli forta ol uragano.",tempête,tempest,"Sturm, stürmisches Wetter, Unwetter, Ungewitter",,,tempestad,tempesta,,tempestade
TEMPI/,tempi/o,F,,,tempe,temple (of forehead),Schläfe,skroń,високъ,,,,
TEMPL/,templ/o,1OA,,,temple,temple,Tempel,świątynia,храмъ,,,,
TEN/,ten/i,F,BRO2: teni,,tenir,"hold, grasp",halten,trzymać,держать,,,,
TEN/IL/,ten/il/o,F,,,"manche, anse","handle, haft  AK","Stiel, Griftf",rączka,рукоятка,,,,
TEND/,tend/o,F,BRO8: tendo,,"tente, pavillon",tent  AK,Zelt,namiot,палатка,,,,
TENDEN/,tenden/o,F,,,tendon,tendon,Sehne,"ścięgno, cięciwa  AK","тетива, сухожиліе",,,,
TENDENC/,tendenc/o,1OA,BRO9: tendenco,,tendance,tendency,Tendenz,tendencja,тенденція,,,,
TENER/,tener/a,8OA,BRO9: tenera,tener/a. Montranta varman delikatecon de la koro.,"tendre, caressant",tender,"liebevoll, herzlich, liebkosend, zärtlich",,,"tierno, cariñoso","tenero. affettuoso, amorevole",,"terno, carinhoso, amoroso, afável"
TENI/,teni/o,1OA,,,ténia,tape-worm,Bandwurm,tasiemiec,ленточная глиста,,,,
TENIS/,tenis/o,9OA,,"tenis/o. Sporto, en kiu du ludantoj (aŭ du paroj da ludantoj) per rakedoj alterne batas kaj rebatas pilketon trans reton streĉitan inter la ludantoj. tabl/o/tenis/o. Tenisosimila ludo sur speciala tablo, en kiu oni uzas lignajn batilojn kaj tre malpezan plastan pilketon.",,,,,,,,,
TENOR/,tenor/o,1OA,,,ténor,tenor,Tenor,tenor,теноръ,,,,
TENT/,tent/i,F,BRO7: tenti,,tenter,tempt  AK,in Versuchung führen  AK,kusić,искушать,,,,
TEODOR/,Teodor/o,F +7OA,,,,,,,,,,,
TEOKRAT/,teokrat/o,7OA,,,,,,,,,,,
TEOKRATI/,teokrati/o,2OA,,,,,,,,,,,
TEOLOG/,teolog/o,1OA,,,théologien,theologian,Theolog,teolog,богословъ,,,,
TEOLOGI/,teologi/o,1OA,,,théologie,theology,Theologie,teologja,богословіе,,,,
TEOREM/,teorem/o,2OA,,,,,,,,,,,
TEORI/,teori/o,F +1OA +7OA,BRO8: teorio,,théorie,theory,Theorie,teorja,теорія,,,,
TER/,ter/o,F,BRO2: tero,,terre,earth,Erde,ziemia,земля,,,,
TER/KOL/,ter/kol/o,F,,,isthme,isthmus,Landenge,przesmyk  AK,перешеекъ,,,,
TER/POM/,ter/pom/o,F,BRO7: terpomo,,pomme de terre,potato  AK,Kartoffel,kartofel,картофель,,,,
TERAPI/,terapi/o,1OA,,,thérapeutique,therapeutics,Therapie,terapja,терапія,,,,
TERAS/,teras/o,F,BRO9: teraso,,terrasse,terrace,Terasse,taras,терраса  AK,,,,
TERCET/,tercet/o,1OA,,,trio,trio,Terzett,tercet,терцетъ,,,,
TEREBINT/,terebint/o,F,,,térébenthine,turpentine,Terpentin,terpentyna,терпентинъ,,,,
TEREN/,teren/o,8OA,BRO8: tereno,"teren/o. Terspaco, rigardata el la vidpunkto de ĝia utiligado por difinita homa aktiveco.",terrain,"ground, piece of land, terrain","Boden. Grundstück, Gelände",,,"terreno, solar",terreno,,terreno
TERITORI/,teritori/o,2OA,BRO9: teritorio,,,,,,,,,,
TERMIN/,termin/o,F,,,terme,"term, technical name  AK","Terminus, Fachausdruck  AK",termin,терминъ,,,,
TERMIT/,termit/oj,1OA,,,termite,termite,Termit,termit,термитъ,,,,
TERMOMETR/,termometr/o,1OA,BRO9: termometro,,thermomètre,thermometer,Thermometer,termometr,термометръ,,,,
TERN/,tern/i,F,BRO9: terni,,éternuer,sneeze,niesen  AK,kichać,чихать,,,,
TERUR/,terur/o,F,BRO5: teruro,,"terreur, effroi","terror, horror, fright  AK",Schrecken,przerażenie,ужасъ,,,,
TEST/,test/o,9OA,,"test/o. Ekzameno, mezurado aŭ enketo por kontroli ion (ekz. nivelon de lernantoj, kvaliton de produkto, korpan sanstaton).",,,,,,,,,
TESTAMENT/,testament/o,F,,,testament,"will, testament  AK",Testament,testament,завѣщаніе,,,,
TESTIK/,testik/o,F,,,testicule,testicle,Hode  AK,jądro  AK,яичко (анатом.),,,,
TESTUD/,testud/o,F,BRO9: testudo,,tortue,tortoise,Schildkröte,żółw,черепаха,,,,
TETAN/,tetan/o,F,,,tetanos,tetanus,Starrkrampf,tężec,столбнякъ,,,,
TETR/,tetr/o,F,,,"tétras, coq de bruyère",grouse,Birkhuhn  AK,cietrzew,тетеревъ,,,,
